-118.2850761,34.0204119,0
-118.28507607539089,34.02040852509463,0
-118.28507600156676,34.020405150757014,0
-118.28507587853724,34.02040177755483,0
-118.28507570631831,34.020398406055634,0
-118.2850754849324,34.020395036826734,0
-118.28507521440832,34.020391670435174,0
-118.28507489478126,34.02038830744762,0
-118.28507452609283,34.02038494843032,0
-118.285074108391,34.02038159394901,0
-118.28507364173014,34.02037824456886,0
-118.28507312617097,34.02037490085437,0
-118.28507256178058,34.02037156336935,0
-118.28507194863245,34.0203682326768,0
-118.28507128680634,34.02036490933886,0
-118.2850705763884,34.020361593916746,0
-118.28506981747111,34.020358286970655,0
-118.28506901015322,34.02035498905971,0
-118.28506815453981,34.02035170074191,0
-118.28506725074226,34.020348422574,0
-118.28506629887818,34.02034515511147,0
-118.28506529907148,34.02034189890843,0
-118.2850642514523,34.02033865451755,0
-118.28506315615701,34.02033542249004,0
-118.28506201332817,34.0203322033755,0
-118.28506082311456,34.020328997721926,0
-118.28505958567114,34.020325806075576,0
-118.28505830115897,34.020322628980935,0
-118.2850569697453,34.02031946698065,0
-118.28505559160345,34.02031632061546,0
-118.28505416691286,34.02031319042408,0
-118.28505269585902,34.02031007694323,0
-118.28505117863348,34.02030698070746,0
-118.28504961543378,34.02030390224915,0
-118.28504800646348,34.020300842098415,0
-118.2850463519321,34.020297800783055,0
-118.2850446520551,34.020294778828486,0
-118.28504290705386,34.020291776757645,0
-118.28504111715564,34.02028879509095,0
-118.28503928259357,34.02028583434625,0
-118.28503740360658,34.0202828950387,0
-118.28503548043943,34.020279977680765,0
-118.28503351334264,34.020277082782115,0
-118.28503150257245,34.020274210849564,0
-118.28502944839082,34.020271362387014,0
-118.28502735106537,34.02026853789538,0
-118.28502521086934,34.02026573787254,0
-118.28502302808161,34.02026296281328,0
-118.28502080298661,34.02026021320917,0
-118.28501853587427,34.0202574895486,0
-118.28501622704006,34.02025479231664,0
-118.28501387678489,34.020252121995014,0
-118.28501148541505,34.02024947906202,0
-118.28500905324228,34.020246863992476,0
-118.28500658058358,34.02024427725768,0
-118.28500406776132,34.02024171932532,0
-118.28500151510309,34.020239190659424,0
-118.28499892294171,34.020236691720314,0
-118.28499629161517,34.02023422296452,0
